Kyrgyz	Ё	U+0401	jo	Kara 2003	
Kyrgyz	А	U+0410	ɑ	Kara 2003	
Kyrgyz	Б	U+0411	w	Kara 2003	
Kyrgyz	В	U+0412	v	Kara 2003	
Kyrgyz	Г	U+0425	ɢ	Kara 2003	
Kyrgyz	Д	U+0414	d	Kara 2003	
Kyrgyz	Е	U+0415	je	Kara 2003	
Kyrgyz	Ж	U+0416	dʒ	Kara 2003	
Kyrgyz	З	U+0417	z	Kara 2003	
Kyrgyz	И	U+0418	i	Kara 2003	
Kyrgyz	Й	U+0419	j	Kara 2003	
Kyrgyz	К	U+041A	q	Kara 2003	
Kyrgyz	Л	U+041B	ɫ	Kara 2003	
Kyrgyz	М	U+041C	m	Kara 2003	
Kyrgyz	Н	U+041D	n	Kara 2003	
Kyrgyz	О	U+041E	o	Kara 2003	
Kyrgyz	П	U+041F	p	Kara 2003	
Kyrgyz	Р	U+0420	r	Kara 2003	
Kyrgyz	С	U+0421	s	Kara 2003	
Kyrgyz	Т	U+0422	t	Kara 2003	
Kyrgyz	У	U+0423	u	Kara 2003	
Kyrgyz	Ф	U+0424	f	Kara 2003	
Kyrgyz	Х	U+0425	χ	Kara 2003	
Kyrgyz	Ц	U+0426	ts	Kara 2003	
Kyrgyz	Ч	U+0427	tʃ	Kara 2003	
Kyrgyz	Ш	U+0428	ʃ	Kara 2003	
Kyrgyz	Щ	U+0429	ʃtʃ	Kara 2003	
Kyrgyz	Ъ	U+042A	ɤ	Kara 2003	
Kyrgyz	Ы	U+042B	ɯ	Kara 2003	
Kyrgyz	Э	U+042D	e	Kara 2003	
Kyrgyz	Ю	U+042E	jy	Kara 2003	
Kyrgyz	Я	U+042F	jɑ	Kara 2003	
Kyrgyz	а	U+0430	ɑ	Kara 2003	
Kyrgyz	б	U+0431	w	Kara 2003	
Kyrgyz	в	U+0432	v	Kara 2003	
Kyrgyz	г	U+0445	ɢ	Kara 2003	
Kyrgyz	д	U+0434	d	Kara 2003	
Kyrgyz	е	U+0435	je	Kara 2003	
Kyrgyz	ж	U+0436	dʒ	Kara 2003	
Kyrgyz	з	U+0437	z	Kara 2003	
Kyrgyz	и	U+0438	i	Kara 2003	
Kyrgyz	й	U+0439	j	Kara 2003	
Kyrgyz	к	U+043A	q	Kara 2003	
Kyrgyz	л	U+043B	ɫ	Kara 2003	
Kyrgyz	м	U+043C	m	Kara 2003	
Kyrgyz	н	U+043D	n	Kara 2003	
Kyrgyz	о	U+043E	o	Kara 2003	
Kyrgyz	п	U+043F	p	Kara 2003	
Kyrgyz	р	U+0440	r	Kara 2003	
Kyrgyz	с	U+0441	s	Kara 2003	
Kyrgyz	т	U+0442	t	Kara 2003	
Kyrgyz	у	U+0443	u	Kara 2003	
Kyrgyz	ф	U+0444	f	Kara 2003	
Kyrgyz	х	U+0445	χ	Kara 2003	
Kyrgyz	ц	U+0446	ts	Kara 2003	
Kyrgyz	ч	U+0447	tʃ	Kara 2003	
Kyrgyz	ш	U+0448	ʃ	Kara 2003	
Kyrgyz	щ	U+0449	ʃtʃ	Kara 2003	
Kyrgyz	ъ	U+044A	ɤ	Kara 2003	
Kyrgyz	ы	U+044B	ɯ	Kara 2003	
Kyrgyz	э	U+044D	e	Kara 2003	
Kyrgyz	ю	U+044E	jy	Kara 2003	
Kyrgyz	я	U+044F	jɑ	Kara 2003	
Kyrgyz	ё	U+0451	jo	Kara 2003	
Kyrgyz	Ң	U+04A2	ɴ	Kara 2003	
Kyrgyz	ң	U+04A3	ɴ	Kara 2003	
Kyrgyz	Ү	U+04AE	u:	Kara 2003	
Kyrgyz	ү	U+04AF	u:	Kara 2003	
Kyrgyz	Ө	U+04E8	o:	Kara 2003	
Kyrgyz	ө	U+04E9	o:	Kara 2003	
