Tajik	Ё	U+0401	jɔ	Ido 2005	
Tajik	А	U+0410	a	Ido 2005	
Tajik	Б	U+0411	b	Ido 2005	
Tajik	В	U+0412	v	Ido 2005	
Tajik	Г	U+0425	g	Ido 2005	
Tajik	Д	U+0414	d	Ido 2005	
Tajik	Е	U+0415	je	Ido 2005	
Tajik	Ж	U+0416	ʒ	Ido 2005	
Tajik	З	U+0417	z	Ido 2005	
Tajik	И	U+0418	i	Ido 2005	
Tajik	Й	U+0419	j	Ido 2005	
Tajik	К	U+041A	k	Ido 2005	
Tajik	Л	U+041B	l	Ido 2005	
Tajik	М	U+041C	m	Ido 2005	
Tajik	Н	U+041D	n	Ido 2005	
Tajik	О	U+041E	ɔ	Ido 2005	
Tajik	П	U+041F	p	Ido 2005	
Tajik	Р	U+0420	r	Ido 2005	
Tajik	С	U+0421	s	Ido 2005	
Tajik	Т	U+0422	t	Ido 2005	
Tajik	У	U+0423	u	Ido 2005	
Tajik	Ф	U+0424	f	Ido 2005	
Tajik	Х	U+0425	χ	Ido 2005	
Tajik	Ч	U+0427	tʃ	Ido 2005	
Tajik	Ш	U+0428	ʃ	Ido 2005	
Tajik	Ъ	U+042A	ɤ	Ido 2005	
Tajik	Э	U+042D	e-	Ido 2005	
Tajik	Ю	U+042E	ju	Ido 2005	
Tajik	Я	U+042F	ja	Ido 2005	
Tajik	а	U+0430	a	Ido 2005	
Tajik	б	U+0431	b	Ido 2005	
Tajik	в	U+0432	v	Ido 2005	
Tajik	г	U+0445	g	Ido 2005	
Tajik	д	U+0434	d	Ido 2005	
Tajik	е	U+0435	je	Ido 2005	
Tajik	ж	U+0436	ʒ	Ido 2005	
Tajik	з	U+0437	z	Ido 2005	
Tajik	и	U+0438	i	Ido 2005	
Tajik	й	U+0439	j	Ido 2005	
Tajik	к	U+043A	k	Ido 2005	
Tajik	л	U+043B	l	Ido 2005	
Tajik	м	U+043C	m	Ido 2005	
Tajik	н	U+043D	n	Ido 2005	
Tajik	о	U+043E	ɔ	Ido 2005	
Tajik	п	U+043F	p	Ido 2005	
Tajik	р	U+0440	r	Ido 2005	
Tajik	с	U+0441	s	Ido 2005	
Tajik	т	U+0442	t	Ido 2005	
Tajik	у	U+0443	u	Ido 2005	
Tajik	ф	U+0444	f	Ido 2005	
Tajik	х	U+0445	χ	Ido 2005	
Tajik	ч	U+0447	tʃ	Ido 2005	
Tajik	ш	U+0448	ʃ	Ido 2005	
Tajik	ъ	U+044A	ɤ	Ido 2005	
Tajik	э	U+044D	e-	Ido 2005	
Tajik	ю	U+044E	ju	Ido 2005	
Tajik	я	U+044F	ja	Ido 2005	
Tajik	ё	U+0451	jɔ	Ido 2005	
Tajik	Ғ	U+0492	ʁ	Ido 2005	
Tajik	ғ	U+0493	ʁ	Ido 2005	
Tajik	Қ	U+049A	q	Ido 2005	
Tajik	қ	U+049B	q	Ido 2005	
Tajik	Ҳ	U+04B2	h	Ido 2005	
Tajik	ҳ	U+04B3	h	Ido 2005	
Tajik	Ҷ	U+04B6	dʒ	Ido 2005	
Tajik	ҷ	U+04B7	dʒ	Ido 2005	
Tajik	Ӣ	U+04E2	ˈi	Ido 2005	
Tajik	ӣ	U+04E3	ˈi	Ido 2005	
Tajik	Ӯ	U+04EE	ɵ	Ido 2005	
Tajik	ӯ	U+04EF	ɵ	Ido 2005	
