Ukranian	I	U+0406	ʲɪ	Danyenko, Vakylenko 1995	
Ukranian	i	U+0456	ʲɪ	Danyenko, Vakylenko 1995	
Ukranian	Ï	U+0407	jɪ	Danyenko, Vakylenko 1995	
Ukranian	ï	U+0457	jɪ	Danyenko, Vakylenko 1995	
Ukranian	Є	U+0404	ʲе	Danyenko, Vakylenko 1995	
Ukranian	А	U+0410	ɐ	Danyenko, Vakylenko 1995	
Ukranian	Б	U+0411	b	Danyenko, Vakylenko 1995	
Ukranian	В	U+0412	w	Danyenko, Vakylenko 1995	
Ukranian	Г	U+0425	ɦ	Danyenko, Vakylenko 1995	
Ukranian	Д	U+0414	t	Danyenko, Vakylenko 1995	
Ukranian	Е	U+0415	e	Danyenko, Vakylenko 1995	
Ukranian	Ж	U+0416	ʒ	Danyenko, Vakylenko 1995	
Ukranian	З	U+0417	s	Danyenko, Vakylenko 1995	
Ukranian	И	U+0418	i	Danyenko, Vakylenko 1995	
Ukranian	Й	U+0419	i̯	Danyenko, Vakylenko 1995	
Ukranian	К	U+041A	g	Danyenko, Vakylenko 1995	
Ukranian	Л	U+041B	l	Danyenko, Vakylenko 1995	
Ukranian	М	U+041C	m	Danyenko, Vakylenko 1995	
Ukranian	Н	U+041D	n	Danyenko, Vakylenko 1995	
Ukranian	О	U+041E	ɔ	Danyenko, Vakylenko 1995	
Ukranian	П	U+041F	b	Danyenko, Vakylenko 1995	
Ukranian	Р	U+0420	r	Danyenko, Vakylenko 1995	
Ukranian	С	U+0421	z	Danyenko, Vakylenko 1995	
Ukranian	Т	U+0422	d	Danyenko, Vakylenko 1995	
Ukranian	У	U+0423	ʊ	Danyenko, Vakylenko 1995	
Ukranian	Ф	U+0424	v	Danyenko, Vakylenko 1995	
Ukranian	Х	U+0425	x	Danyenko, Vakylenko 1995	
Ukranian	Ц	U+0426	t͡s	Danyenko, Vakylenko 1995	
Ukranian	Ч	U+0427	t͡ʃ	Danyenko, Vakylenko 1995	
Ukranian	Ш	U+0428	ʃ	Danyenko, Vakylenko 1995	
Ukranian	Щ	U+0429	ʃt͡ʃ	Danyenko, Vakylenko 1995	
Ukranian	Ь	U+042C	ʲ	Danyenko, Vakylenko 1995	
Ukranian	Ю	U+042E	ʲʊ	Danyenko, Vakylenko 1995	
Ukranian	Я	U+042F	ʲɐ	Danyenko, Vakylenko 1995	
Ukranian	а	U+0430	ɐ	Danyenko, Vakylenko 1995	
Ukranian	б	U+0431	b	Danyenko, Vakylenko 1995	
Ukranian	в	U+0432	w	Danyenko, Vakylenko 1995	
Ukranian	г	U+0445	ɦ	Danyenko, Vakylenko 1995	
Ukranian	д	U+0434	t	Danyenko, Vakylenko 1995	
Ukranian	е	U+0435	e	Danyenko, Vakylenko 1995	
Ukranian	ж	U+0436	ʒ	Danyenko, Vakylenko 1995	
Ukranian	з	U+0437	s	Danyenko, Vakylenko 1995	
Ukranian	и	U+0438	i	Danyenko, Vakylenko 1995	
Ukranian	й	U+0439	i̯	Danyenko, Vakylenko 1995	
Ukranian	к	U+043A	g	Danyenko, Vakylenko 1995	
Ukranian	л	U+043B	l	Danyenko, Vakylenko 1995	
Ukranian	м	U+043C	m	Danyenko, Vakylenko 1995	
Ukranian	н	U+043D	n	Danyenko, Vakylenko 1995	
Ukranian	о	U+043E	ɔ	Danyenko, Vakylenko 1995	
Ukranian	п	U+043F	b	Danyenko, Vakylenko 1995	
Ukranian	р	U+0440	r	Danyenko, Vakylenko 1995	
Ukranian	с	U+0441	z	Danyenko, Vakylenko 1995	
Ukranian	т	U+0442	d	Danyenko, Vakylenko 1995	
Ukranian	у	U+0443	ʊ	Danyenko, Vakylenko 1995	
Ukranian	ф	U+0444	v	Danyenko, Vakylenko 1995	
Ukranian	х	U+0445	x	Danyenko, Vakylenko 1995	
Ukranian	ц	U+0446	t͡s	Danyenko, Vakylenko 1995	
Ukranian	ч	U+0447	t͡ʃ	Danyenko, Vakylenko 1995	
Ukranian	ш	U+0448	ʃ	Danyenko, Vakylenko 1995	
Ukranian	щ	U+0449	ʃt͡ʃ	Danyenko, Vakylenko 1995	
Ukranian	ь	U+044C	ʲ	Danyenko, Vakylenko 1995	
Ukranian	ю	U+044E	ʲʊ	Danyenko, Vakylenko 1995	
Ukranian	я	U+044F	ʲɐ	Danyenko, Vakylenko 1995	
Ukranian	є	U+0454	ʲе	Danyenko, Vakylenko 1995	
Ukranian	Ґ	U+0490	g	Danyenko, Vakylenko 1995	
Ukranian	ґ	U+0491	g	Danyenko, Vakylenko 1995	
