Rusyn	I	U+0406	ʲe	Skorvyd 2015	
Rusyn	i	U+0456	ʲe	Skorvyd 2015	
Rusyn	Ï	U+0407	ji	Skorvyd 2015	
Rusyn	ï	U+0457	ji	Skorvyd 2015	
Rusyn	Є	U+0404	ɛ	Skorvyd 2015	
Rusyn	А	U+0410	ɑ	Skorvyd 2015	
Rusyn	Б	U+0411	b	Skorvyd 2015	
Rusyn	В	U+0412	w	Skorvyd 2015	
Rusyn	Г	U+0425	ɦ	Skorvyd 2015	
Rusyn	Д	U+0414	t	Skorvyd 2015	
Rusyn	Е	U+0415	e	Skorvyd 2015	
Rusyn	Ж	U+0416	ʒ	Skorvyd 2015	
Rusyn	З	U+0417	s	Skorvyd 2015	
Rusyn	И	U+0418	i	Skorvyd 2015	
Rusyn	Й	U+0419	i̯	Skorvyd 2015	
Rusyn	К	U+041A	g	Skorvyd 2015	
Rusyn	Л	U+041B	l	Skorvyd 2015	
Rusyn	М	U+041C	m	Skorvyd 2015	
Rusyn	Н	U+041D	n	Skorvyd 2015	
Rusyn	О	U+041E	o	Skorvyd 2015	
Rusyn	П	U+041F	b	Skorvyd 2015	
Rusyn	Р	U+0420	r	Skorvyd 2015	
Rusyn	С	U+0421	z	Skorvyd 2015	
Rusyn	Т	U+0422	d	Skorvyd 2015	
Rusyn	У	U+0423	u	Skorvyd 2015	
Rusyn	Ф	U+0424	v	Skorvyd 2015	
Rusyn	Х	U+0425	x	Skorvyd 2015	
Rusyn	Ц	U+0426	t͡s	Skorvyd 2015	
Rusyn	Ч	U+0427	t͡ʃ	Skorvyd 2015	
Rusyn	Ш	U+0428	ʃ	Skorvyd 2015	
Rusyn	Щ	U+0429	ʃt͡ʃ	Skorvyd 2015	
Rusyn	Ъ	U+042A		Skorvyd 2015	
Rusyn	Ы	U+042B	ɨ	Skorvyd 2015	
Rusyn	Ь	U+042C	ʲ	Skorvyd 2015	
Rusyn	Ю	U+042E	u:	Skorvyd 2015	
Rusyn	Я	U+042F	ja	Skorvyd 2015	
Rusyn	а	U+0430	ɑ	Skorvyd 2015	
Rusyn	б	U+0431	b	Skorvyd 2015	
Rusyn	в	U+0432	w	Skorvyd 2015	
Rusyn	г	U+0445	ɦ	Skorvyd 2015	
Rusyn	д	U+0434	t	Skorvyd 2015	
Rusyn	е	U+0435	e	Skorvyd 2015	
Rusyn	ж	U+0436	ʒ	Skorvyd 2015	
Rusyn	з	U+0437	s	Skorvyd 2015	
Rusyn	и	U+0438	i	Skorvyd 2015	
Rusyn	й	U+0439	i̯	Skorvyd 2015	
Rusyn	к	U+043A	g	Skorvyd 2015	
Rusyn	л	U+043B	l	Skorvyd 2015	
Rusyn	м	U+043C	m	Skorvyd 2015	
Rusyn	н	U+043D	n	Skorvyd 2015	
Rusyn	о	U+043E	o	Skorvyd 2015	
Rusyn	п	U+043F	b	Skorvyd 2015	
Rusyn	р	U+0440	r	Skorvyd 2015	
Rusyn	с	U+0441	z	Skorvyd 2015	
Rusyn	т	U+0442	d	Skorvyd 2015	
Rusyn	у	U+0443	u	Skorvyd 2015	
Rusyn	ф	U+0444	v	Skorvyd 2015	
Rusyn	х	U+0445	x	Skorvyd 2015	
Rusyn	ц	U+0446	t͡s	Skorvyd 2015	
Rusyn	ч	U+0447	t͡ʃ	Skorvyd 2015	
Rusyn	ш	U+0448	ʃ	Skorvyd 2015	
Rusyn	щ	U+0449	ʃt͡ʃ	Skorvyd 2015	
Rusyn	ъ	U+044A		Skorvyd 2015	
Rusyn	ы	U+044B	ɨ	Skorvyd 2015	
Rusyn	ь	U+044C	ʲ	Skorvyd 2015	
Rusyn	ю	U+044E	u:	Skorvyd 2015	
Rusyn	я	U+044F	ja	Skorvyd 2015	
Rusyn	є	U+0454	ɛ	Skorvyd 2015	
Rusyn	Ґ	U+0490	g	Skorvyd 2015	
Rusyn	ґ	U+0491	g	Skorvyd 2015	
