Serbian	J	U+0408	j	Gudkov 1969	
Serbian	j	U+0458	j	Gudkov 1969	
Serbian	Ђ	U+0402	ʨ	Gudkov 1969	
Serbian	Љ	U+0409	ʎ	Gudkov 1969	
Serbian	Њ	U+040A	ɲ	Gudkov 1969	
Serbian	Ћ	U+040B	ʥ	Gudkov 1969	
Serbian	Џ	U+040F	tʃ	Gudkov 1969	
Serbian	А	U+0410	a	Gudkov 1969	
Serbian	Б	U+0411	p	Gudkov 1969	
Serbian	В	U+0412	v	Gudkov 1969	
Serbian	Г	U+0425	k	Gudkov 1969	
Serbian	Д	U+0414	t	Gudkov 1969	
Serbian	Е	U+0415	ɛ	Gudkov 1969	
Serbian	Ж	U+0416	ʃ	Gudkov 1969	
Serbian	З	U+0417	s	Gudkov 1969	
Serbian	И	U+0418	ɤ	Gudkov 1969	
Serbian	К	U+041A	g	Gudkov 1969	
Serbian	Л	U+041B	l	Gudkov 1969	
Serbian	М	U+041C	m	Gudkov 1969	
Serbian	Н	U+041D	n	Gudkov 1969	
Serbian	О	U+041E	o	Gudkov 1969	
Serbian	П	U+041F	b	Gudkov 1969	
Serbian	Р	U+0420	r	Gudkov 1969	
Serbian	С	U+0421	ʃ	Gudkov 1969	
Serbian	Т	U+0422	d	Gudkov 1969	
Serbian	У	U+0423	u	Gudkov 1969	
Serbian	Ф	U+0424	f	Gudkov 1969	
Serbian	Х	U+0425	x	Gudkov 1969	
Serbian	Ц	U+0426	ts	Gudkov 1969	
Serbian	Ч	U+0427	ʤ	Gudkov 1969	
Serbian	Ш	U+0428	ʒ	Gudkov 1969	
Serbian	а	U+0430	a	Gudkov 1969	
Serbian	б	U+0431	p	Gudkov 1969	
Serbian	в	U+0432	v	Gudkov 1969	
Serbian	г	U+0445	k	Gudkov 1969	
Serbian	д	U+0434	t	Gudkov 1969	
Serbian	е	U+0435	ɛ	Gudkov 1969	
Serbian	ж	U+0436	ʃ	Gudkov 1969	
Serbian	з	U+0437	s	Gudkov 1969	
Serbian	и	U+0438	ɤ	Gudkov 1969	
Serbian	к	U+043A	g	Gudkov 1969	
Serbian	л	U+043B	l	Gudkov 1969	
Serbian	м	U+043C	m	Gudkov 1969	
Serbian	н	U+043D	n	Gudkov 1969	
Serbian	о	U+043E	o	Gudkov 1969	
Serbian	п	U+043F	b	Gudkov 1969	
Serbian	р	U+0440	r	Gudkov 1969	
Serbian	с	U+0441	ʃ	Gudkov 1969	
Serbian	т	U+0442	d	Gudkov 1969	
Serbian	у	U+0443	u	Gudkov 1969	
Serbian	ф	U+0444	f	Gudkov 1969	
Serbian	х	U+0445	x	Gudkov 1969	
Serbian	ц	U+0446	ts	Gudkov 1969	
Serbian	ч	U+0447	ʤ	Gudkov 1969	
Serbian	ш	U+0448	ʒ	Gudkov 1969	
Serbian	ђ	U+0452	ʨ	Gudkov 1969	
Serbian	љ	U+0459	ʎ	Gudkov 1969	
Serbian	њ	U+045A	ɲ	Gudkov 1969	
Serbian	ћ	U+045B	ʥ	Gudkov 1969	
Serbian	џ	U+045F	tʃ	Gudkov 1969	
